"","site","date_sampled","f_record","x2_4_d","f_2_4_d","aceta","f_aceta","alkalinity","f_alkalinity","atemp","f_atemp","bac_r","f_bac_r","bentazon","f_bentazon","carbamazepine","f_carbamazepine","ch_la_c","f_ch_la_c","ch_la_un_c","f_ch_la_un_c","ch_lb_tri_n","f_ch_lb_tri_n","ch_lc_tri_n","f_ch_lc_tri_n","phea","f_phea","dg3","f_dg3","diuron","f_diuron","do","f_do","do_p","f_do_p","entero","f_entero","feccol","f_feccol","fenuron","f_fenuron","fluoride","f_fluoride","fluridone","f_fluridone","gfd","f_gfd","gull2","f_gull2","hf183","f_hf183","hydrocodone","f_hydrocodone","ibuprofen","f_ibuprofen","imazapyr","f_imazapyr","imidacloprid","f_imidacloprid","linuron","f_linuron","mcpp","f_mcpp","naproxen","f_naproxen","nh4_n","f_nh4_n","no23f","f_no23f","tn_calc","f_tn_calc","din","f_din","ton","f_ton","don","f_don","tkn","f_tkn","tn","f_tn","dtkn","f_dtkn","od664b_od665a","f_od664b_od665a","p_h","f_p_h","primidone","f_primidone","pyraclostrobin","f_pyraclostrobin","salt","f_salt","secchi","f_secchi","sp_cond","f_sp_cond","sucra","f_sucra","tp","f_tp","triclopyr","f_triclopyr","tss","f_tss","turbidity","f_turbidity","w_br_ic","f_w_br_ic","w_cl_ic","f_w_cl_ic","w_color","f_w_color","w_so4_ic","f_w_so4_ic","w_tds","f_w_tds","w_toc","f_w_toc","wdepth","f_wdepth","wind_d","f_wind_d","wind_s","f_wind_s","wtem","f_wtem"
"139","GR1","2019-03-04 09:48:00"," "," "," "," "," "," "," ","20.77778","converted from F (F/69.4)"," "," "," "," "," "," ","4.9"," ","6.7"," ","2","U","2","U","2.7"," "," "," "," "," ","5.15"," ","66"," ","10","U","18","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.107"," ","0.016"," ","0.646"," ","0.123"," ","0.523"," ","0.343"," ","0.63"," ","0.65"," ","0.45","I","1.45"," ","7.35"," "," "," "," "," ","21.22"," ","0.55"," ","33858"," "," "," ","0.0567"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.64592","converted from ft (ft/3.28)"," "," ","3.26339","converted from mph (mph/7.3)","21.1"," "
"140","GR1","2019-04-02 10:20:00"," "," "," "," "," "," "," ","14.3"," "," "," "," "," "," "," ","4.2"," ","5.3"," ","2","U","2","U","2","U"," "," "," "," ","6.09"," ","75.9"," ","20"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.079"," ","0.011"," ","0.511"," ","0.09"," ","0.421"," ","0.451"," ","0.5","U","0.5","U","0.53"," ","1.51"," ","7.32"," "," "," "," "," ","27.06"," ","0.85"," ","42052"," "," "," ","0.0449"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.92073170731707","converted from ft (ft/3.28)"," "," ","2.8"," ","18.6"," "
"141","GR1","2019-05-02 09:42:00"," "," "," "," "," ","114"," ","22.7777777777778","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","14"," ","16"," "," "," "," "," ","2.2","I"," "," "," "," ","4.86"," ","70.4"," ","31","Q","7","BQ"," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.014"," ","0.004","U","1.004"," ","0.018"," ","0.986"," ","1.086"," ","1"," "," "," ","1.1"," "," "," ","7.59"," "," "," "," "," ","27.71"," ","0.9"," ","43109"," "," "," ","0.051"," "," "," ","14"," ","7.1"," ","55"," "," "," "," "," "," "," "," "," ","18"," ","1.64634146341463","converted from ft (ft/3.28)"," "," ","2.72686633884667","converted from mph (mph/2.237)","26.1"," "
"142","GR1","2019-06-03 11:16:00"," "," "," "," "," "," "," ","30.4444444444444","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","11"," ","12.7"," ","3.4","U","3.4","U","3.4","U"," "," "," "," ","3.91"," ","64.4"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.021"," ","0.008","U","0.608"," ","0.029"," ","0.579"," ","0.879"," ","0.6"," ","0.6"," ","0.9"," ","1.58"," ","7.68"," "," "," "," "," ","37.7"," ","0.8"," ","56888"," "," "," ","0.0664"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.61585365853659","converted from ft (ft/3.28)"," "," ","1.87751452838623","converted from mph (mph/2.237)","29.9"," "
"143","Guana River","2017-07-20 09:15:00"," "," "," "," "," "," "," ","28"," "," "," "," "," "," "," ","6"," ","7.6"," ","2","U","2","U","2.2"," "," "," "," "," ","1.34","Potential sensor issues"," "," ","10"," ","8","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.016"," ","0.846"," "," "," "," "," "," "," ","0.83"," ","0.85"," "," "," ","1.51"," ","7.27"," "," "," "," "," ","30.9"," ","0.91"," ","47692"," "," "," ","0.0599"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1.4"," ","30"," "
"144","Guana River","2017-08-03 08:39:00"," "," "," "," "," "," "," ","29.2777777777778","calculated from F"," "," "," "," "," "," ","4.5"," ","6"," ","3.4","U","3.4","U","3.4","U"," "," "," "," ","3.12"," ","39.43","calculated using https://www.loligosystems.com/convert-oxygen-units?menu=80","37"," ","11","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.032"," ","0.922"," "," "," "," "," "," "," ","0.89"," ","0.92"," "," "," ","1.46"," ","6.87"," "," "," "," "," ","25.73"," ","0.673"," ","40341"," "," "," ","0.0604"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","5.81594","calculated from mph (mph*2.2369)","27.5"," "
"145","Guana River","2017-09-20 11:39:00"," "," "," "," "," "," "," ","31.6111111111111","calculated from F"," "," "," "," "," "," ","17"," ","19"," ","10","U","10","U","10","U"," "," "," "," ","3.15"," ","41.66","calculated using https://www.loligosystems.com/convert-oxygen-units?menu=85","5","U","40"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.025"," ","1.125"," "," "," "," "," "," "," ","1.1"," ","1.13"," "," "," ","1.62"," ","6.97"," "," "," "," "," ","16.09"," ","0.353"," ","26453"," "," "," ","0.118"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.02642","calculated from mph (mph*2.2369)","29.9"," "
"146","Guana River","2017-10-18 10:39:00"," "," "," "," "," "," "," ","26.4"," "," "," "," "," "," "," ","4"," ","5.8"," ","3.4","U","3.4","U","3.4","U"," "," "," "," ","5.91"," ","74.9"," ","52"," ","150","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.049"," ","1.379"," "," "," "," "," "," "," ","1.33"," ","1.38"," "," "," ","1.43"," ","7.06"," "," "," "," "," ","22.03"," ","0.31"," ","35017"," "," "," ","0.0878"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4"," ","24.3"," "
"147","Guana River","2017-11-02 11:58:00"," "," "," "," "," "," "," ","23.4"," "," "," "," "," "," "," ","19"," ","25"," ","14","U","14","U","14","U"," "," "," "," ","5.92"," ","72.2"," ","41"," ","46"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.059"," ","1.209"," "," "," "," "," "," "," ","1.15"," ","1.2"," "," "," ","1.47"," ","7.04"," "," "," "," "," ","15.1"," ","0.15"," ","24784"," "," "," ","0.222"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2.6"," ","21"," "
"148","Guana River","2017-12-13 12:04:00"," "," "," "," "," "," "," ","19.1111111111111","calculated from F"," "," "," "," "," "," ","7.2"," ","8"," ","4","U","4","U","4","U"," "," "," "," ","9.37"," ","88.44"," ","10","U","4","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.066"," ","0.024"," ","0.734"," ","0.09"," ","0.644"," ","0.504"," ","0.71"," ","0.73"," ","0.57"," ","1.61"," ","6.41"," "," "," "," "," ","16.55"," ","0.372"," ","26946"," "," "," ","0.0654"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","3.35535","calculated from mph (mph*2.2369)","13.2"," "
"149","Guana River","2018-01-17 10:22:00"," "," "," "," "," "," "," ","15.2777777777778","calculated from F"," "," "," "," "," "," ","3.6"," ","3.6"," ","2","U","2","U","2","U"," "," "," "," ","7.95"," ","86"," ","10","U","2","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.022"," ","0.056"," ","0.406"," ","0.078"," ","0.328"," ","0.338"," ","0.35","U","0.5","U","0.36","I","1.78"," ","6.73"," "," "," "," "," ","26.16"," ","1.4"," ","40856"," "," "," ","0.0376"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","6.7107","calculated from mph (mph*2.2369)","11.6"," "
"150","Guana River","2018-02-14 08:57:00"," "," "," "," "," "," "," ","16","calculated from F"," "," "," "," "," "," ","5.3"," ","6.4"," ","1.5","U","1.5","U","1.5","U"," "," "," "," ","7.5"," ","90.9"," ","10"," ","6","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.054"," ","0.045"," ","0.545"," ","0.099"," ","0.446"," ","0.766"," ","0.5"," ","0.55"," ","0.82","V","1.55"," ","6.62"," "," "," "," "," ","25.57"," ","0.9"," ","39976"," "," "," ","0.0488"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12.30295","calculated from mph (mph*2.2369)","17.2"," "
"151","Guana River","2018-03-28 08:29:00"," "," "," "," "," "," "," ","19.2"," "," "," "," "," "," "," ","4.6"," ","5.5"," ","1.4","U","1.4","U","1.4","U"," "," "," "," ","7.09"," ","91.1"," ","10","U","2","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.036"," ","0.054"," ","0.574"," ","0.09"," ","0.484"," ","0.604"," ","0.52"," ","0.57"," ","0.64"," ","1.56","V","7.32"," "," "," "," "," ","31.73"," ","1.3"," ","48549"," "," "," ","0.0294"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","5.30487804878049","converted from ft (ft/3.28)"," "," ","0"," ","18.3"," "
"152","Guana River","2018-04-24 07:32:00"," "," "," "," "," "," "," ","19.7"," "," "," "," "," "," "," ","4.7"," ","5.7"," ","2.5","U","2.5","U","2.5","U"," "," "," "," ","5.87"," ","78.6"," ","10","U","10","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.064"," ","0.05"," ","0.55"," ","0.114"," ","0.436"," ","0.416"," ","0.5","U","0.5","U","0.48","I","1.54"," ","6.96"," "," "," "," "," ","28.69"," ","0.8"," ","44381"," "," "," ","0.0413"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.39024390243902","converted from ft (ft/3.28)"," "," ","1.5"," ","21.7"," "
"153","Guana River","2018-05-30 11:09:00"," "," "," "," "," "," "," ","26.8"," "," "," "," "," "," "," ","9"," ","10.4"," ","2.3","U","2.3","U","2.3","U"," "," "," "," ","5.24"," ","79"," ","20"," ","5","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.058"," ","0.053"," ","0.553"," ","0.111"," ","0.442"," ","0.562"," ","0.5","U","0.5","U","0.62"," ","1.58"," ","7.66"," "," "," "," "," ","33.13"," ","1"," ","50680"," "," "," ","0.0431"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.81707317073171","converted from ft (ft/3.28)"," "," ","1"," ","26.8"," "
"154","Guana River","2018-06-11 09:08:00"," "," "," "," "," "," "," ","27.4"," "," "," "," "," "," "," ","8.5"," ","10.2"," ","2.5","U","2.5","U","2.5","U"," "," "," "," ","4.34"," ","62.9"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.106"," ","0.048"," ","0.958"," ","0.154"," ","0.804"," ","0.734"," ","0.91"," ","0.95"," ","0.84","V","1.55"," ","7.46"," "," "," "," "," ","23.26"," ","0.8"," ","36884"," "," "," ","0.0668"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.17682926829268","converted from ft (ft/3.28)"," "," ","1.1"," ","27.9"," "
"155","Guana River","2018-07-11 09:35:00"," "," "," "," "," ","113"," ","28"," "," "," "," "," "," "," ","8.9"," ","11"," "," "," "," "," ","3"," "," "," "," "," ","4.21"," ","62.6"," ","10","U","10","B"," "," ","0.94"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.03"," ","0.011"," ","0.761"," ","0.041"," ","0.72"," ","0.56"," ","0.75"," "," "," ","0.59"," "," "," ","7.15"," "," "," "," "," ","23.25"," ","1"," ","36909"," "," "," ","0.082"," "," "," ","12"," ","7.9"," "," "," "," "," "," "," "," "," "," "," ","9.5"," ","3.8109756097561","converted from ft (ft/3.28)"," "," ","2.2"," ","29.4"," "
"156","Guana River","2018-08-08 08:05:00"," "," "," "," "," "," "," ","27.7"," "," "," "," "," "," "," ","18"," ","19.4"," ","2.5","U","4.1"," ","2.5","U"," "," "," "," ","4.54"," ","64.7"," ","10","U","10","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.078"," ","0.05","U","1.06"," ","0.128"," ","0.932"," ","1.092"," ","1.01"," ","1.04"," ","1.17"," ","1.66"," ","7.54"," "," "," "," "," ","18.78"," ","0.7"," ","30501"," "," "," ","0.0651"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.20731707317073","converted from ft (ft/3.28)"," "," ","1.5"," ","30.2"," "
"157","Guana River","2018-09-06 08:11:00"," ","0.0038","I","0.008","U","114"," ","28.3"," ","1500","U","0.014","J","8e-04","U","4.5"," ","5.7"," "," "," "," "," ","1.7"," ","1300","U","0.0034","I","4.73"," ","70"," ","10","Q","10","BQ","0.016","U","0.92"," ","0.012"," ","170","U","8400","U","140","UJ","8e-04","U","0.02","U","0.05"," ","0.0064","I","0.004","U","0.002","U","0.008","U","0.075"," ","0.035"," ","0.645"," ","0.11"," ","0.535"," ","0.535"," ","0.61"," "," "," ","0.61"," "," "," ","7.44"," ","0.004","U","0.002","U","23.21"," ","0.8"," ","36840"," ","0.22"," ","0.076"," ","0.004","U","10","I","7","A"," "," "," "," "," "," "," "," "," "," ","8.3"," ","4.26829268292683","converted from ft (ft/3.28)"," "," ","2.1"," ","29.1"," "
"158","Guana River","2018-10-22 09:25:00"," "," "," "," "," "," "," ","24.1"," "," "," "," "," "," "," ","5.5"," ","6.5"," ","2","U","2","U","2","U"," "," "," "," ","5.21"," ","75.9"," ","10"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.083"," ","0.026"," ","0.916"," ","0.109"," ","0.807"," ","0.707"," ","0.89"," ","0.91"," ","0.79"," ","1.57"," ","7.71"," "," "," "," "," ","32.6"," ","1.3"," ","49812"," "," "," ","0.05","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.63414634146341","converted from ft (ft/3.28)"," "," ","4.6"," ","24.6"," "
"159","Guana River","2018-11-07 09:51:00"," "," "," "," "," "," "," ","27.9"," "," "," "," "," "," "," ","4"," ","4.6"," ","1.3","U","1.3","U","1.3","U"," "," "," "," ","5.79"," ","84.3"," ","10","U","10","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.065"," ","0.016"," ","0.156"," ","0.081"," ","0.075"," ","0.845"," ","0.14","U","0.5","U","0.91","V","1.6"," ","7.71"," "," "," "," "," ","33.84"," ","1.45"," ","51496"," "," "," ","0.0421"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","5.18292682926829","converted from ft (ft/3.28)"," "," ","0.6"," ","24.2"," "
"160","Guana River","2018-12-05 09:06:00"," "," "," "," "," ","113"," ","8.9"," "," "," "," "," "," "," ","4.1"," ","4.8"," "," "," "," "," ","0.92","I"," "," "," "," ","6.63"," ","83.1"," ","10","U","10","BU"," "," ","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.03"," ","0.012"," ","0.542"," ","0.042"," ","0.5"," ","0.43"," ","0.53"," "," "," ","0.46"," "," "," ","7.72"," "," "," "," "," ","30.2"," ","1.1"," ","46448"," "," "," ","0.048"," "," "," ","8","I","5"," "," "," ","16000"," ","11"," ","2300"," ","28800"," ","5.2"," ","4.66344","converted from ft (ft/3.28)"," "," ","5.5"," ","17.4"," "
"161","Guana River","2019-01-22 11:00:00"," "," "," "," "," "," "," ","11.94444","converted from 53.5 F"," "," "," "," "," "," ","5.1"," ","6.9"," ","1","U","1.4"," ","2.5"," "," "," "," "," ","8.23"," ","96.6"," ","10"," ","9","B"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.038"," ","0.1","U","1.13"," ","0.138"," ","0.992"," ","0.402"," ","1.03"," ","0.5","U","0.44","I","1.47"," ","8.07"," "," "," "," "," ","28.82"," ","1.3"," ","44634"," "," "," ","0.05","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","5.69976","converted from ft (ft/3.28)"," "," ","2.503"," ","14.4"," "
"162","Guana River","2019-02-04 10:10:00"," ","0.0059","I","0.008","U","105"," ","13.8"," "," "," ","0.0087"," ","8e-04","U"," "," "," "," "," "," "," "," "," "," "," "," ","0.002","U","8.08"," ","90.6"," "," "," "," "," ","0.016","U","0.83"," ","0.0043"," "," "," "," "," "," "," ","0.002","U","0.02","U","0.042"," ","0.0067","I","0.004","U","0.002","U","0.008","U","0.03"," ","0.012"," ","0.422"," ","0.042"," ","0.38"," ","0.4"," ","0.41"," "," "," ","0.43"," "," "," ","7.66"," ","0.004","U","0.002","U","23.74"," ","1.3"," ","37323"," ","0.3"," ","0.044"," ","0.004","U","7","I","4"," "," "," "," "," "," "," "," "," "," "," ","7.9"," ","4.99872","converted from ft (ft/3.28)"," "," ","3.9"," ","13.8"," "
"163","Guana River","2019-03-04 09:30:00"," "," "," "," "," "," "," ","20.77778","converted from 69.4 F 
data sheet reads 64.4°F, but this doesn't lineup with other temps."," "," "," "," "," "," ","4.7"," ","5.2"," ","2","U","2","U","2","U"," "," "," "," ","6.29"," ","80.9"," ","10"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.069"," ","0.018"," ","0.518"," ","0.087"," ","0.431"," ","0.071"," ","0.5"," ","0.51"," ","0.14"," ","1.6"," ","7.48"," "," "," "," "," ","24.69"," ","0.875"," ","38583"," "," "," ","0.0372"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.8768","converted from ft (ft/3.28)"," "," ","3.12928","converted from 7 mph","20.6"," "
"164","Guana River","2019-04-02 09:58:00"," "," "," "," "," "," "," ","14.5"," "," "," "," "," "," "," ","3.8"," ","4.7"," ","3.4","U","3.4","U","3.4","U"," "," "," "," ","6.55"," ","83.6"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.049"," ","0.01","U","0.56"," ","0.059"," ","0.501"," ","0.721"," ","0.55"," ","0.56"," ","0.77"," ","1.54"," ","7.4"," "," "," "," "," ","29.33"," ","1.05"," ","45233"," "," "," ","0.0385"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","5.03048780487805","converted from ft (ft/3.28)"," "," ","2"," ","18.9"," "
"165","Guana River","2019-05-02 09:25:00"," "," "," "," "," ","117"," ","22.7777777777778","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","7.1"," ","8.3"," "," "," "," "," ","1.6","I"," "," "," "," ","5.56"," ","82.1"," ","10","Q","2","UQ"," "," ","1.1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.008"," ","0.004","U","0.454"," ","0.012"," ","0.442"," ","0.362"," ","0.45"," "," "," ","0.37","I"," "," ","7.77"," "," "," "," "," ","33.38"," ","1.2"," ","50886"," "," "," ","0.047"," "," "," ","16"," ","5.1"," ","69"," "," "," "," "," "," "," "," "," ","3.6"," ","4.84756097560976","converted from ft (ft/3.28)"," "," ","3.62092087617345","converted from mph (mph/2.237)","25.9"," "
"166","Guana River","2019-06-03 11:02:00"," "," "," "," "," "," "," ","35.2777777777778","converted from F ((F-32)*(5/9))"," "," "," "," "," "," ","5.7"," ","6.5"," ","4","U","4","U","4","U"," "," "," "," ","4.89"," ","79.6"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.02"," ","0.008","U","0.288"," ","0.028"," ","0.26"," ","0.71"," ","0.28","I","0.5","U","0.73"," ","1.58"," ","7.72"," "," "," "," "," ","37.91"," ","0.9"," ","57136"," "," "," ","0.0406"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.75609756097561","converted from ft (ft/3.28)"," "," ","0.983459991059455","converted from mph (mph/2.237)","29.7"," "
"167","GR3","2018-07-11 09:03:00"," "," "," "," "," ","115"," ","27.1"," "," "," "," "," "," "," ","8","A","9.7","A"," "," "," "," ","2.3","A"," "," "," "," ","4.68"," ","70.4"," ","10"," ","10","B"," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.02"," ","0.013"," ","0.683"," ","0.033"," ","0.65"," ","0.6"," ","0.67"," "," "," ","0.62"," "," "," ","7.17"," "," "," "," "," ","24.86"," ","1"," ","39222"," "," "," ","0.067"," "," "," ","9","I","6","A"," "," "," "," "," "," "," "," "," "," ","8.4"," ","3.04878048780488","converted from ft (ft/3.28)"," "," ","3"," ","29.2"," "
"168","GR3","2018-08-08 07:50:00"," "," "," "," "," "," "," ","27.7"," "," "," "," "," "," "," ","10.7"," ","12.2"," ","2","U","2.2"," ","2","U"," "," "," "," ","4.66"," ","68.7"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.056"," ","0.05","U","1.1"," ","0.106"," ","0.994"," ","0.914"," ","1.05"," ","1.08"," ","0.97"," ","1.6"," ","7.61"," "," "," "," "," ","19.93"," ","0.8"," ","31927"," "," "," ","0.0586"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2.74390243902439","converted from ft (ft/3.28)"," "," ","0.4"," ","30.1"," "
"169","GR3","2018-09-06 07:48:00"," ","0.0037","I","0.008","U","114"," ","28.6"," ","1500","U","0.016","J","8e-04","U","4.4"," ","5.4"," "," "," "," "," ","1.3"," ","1300","U","0.0032","I","4.57"," ","68.3"," ","10","QU","10","BQ","0.016","U","0.94"," ","0.016"," ","170","U","8400","U","140","U","8e-04","U","0.02","U","0.044"," ","0.007","I","0.004","U","0.002","U","0.008","U","0.058"," ","0.037"," ","0.527"," ","0.095"," ","0.432"," ","0.502"," ","0.49"," "," "," ","0.56"," "," "," ","7.42"," ","0.004","U","0.002","U","25.02"," ","0.9"," ","39340"," ","0.22"," ","0.069"," ","0.004","U","10"," ","6.3"," "," "," "," "," "," "," "," "," "," "," ","7.9"," ","3.17073170731707","converted from ft (ft/3.28)"," "," ","3.9"," ","29"," "
"170","GR3","2018-10-22 09:09:00"," "," "," "," "," "," "," ","24.1"," "," "," "," "," "," "," ","5.9"," ","6.8"," ","2","U","2","U","2","U"," "," "," "," ","5.17"," ","74.6"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.066"," ","0.023"," ","0.523"," ","0.089"," ","0.434"," ","0.764"," ","0.5","U","0.5","U","0.83"," ","1.59"," ","7.81"," "," "," "," "," ","33.73"," ","1.2"," ","51376"," "," "," ","0.05","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","3.53658536585366","converted from ft (ft/3.28)"," "," ","4"," ","24.8"," "
"171","GR3","2018-11-07 09:42:00"," "," "," "," "," "," "," ","27.3"," "," "," "," "," "," "," ","4.5"," ","5.4"," ","1.4","U","1.4","U","1.4","U"," "," "," "," ","5.89"," ","85.1"," ","10","U","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.061"," ","0.015"," ","0.515"," ","0.076"," ","0.439"," ","0.929"," ","0.5","U","0.05","U","0.99"," ","1.56"," ","7.74"," "," "," "," "," ","34.11"," ","1.5"," ","51887"," "," "," ","0.0342"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","3.8109756097561","converted from ft (ft/3.28)"," "," ","0"," ","24.3"," "
"172","GR3","2018-12-05 08:42:00"," "," "," "," "," ","116"," ","8.5"," "," "," "," "," "," "," ","5.6"," ","6.2"," "," "," "," "," ","0.73","I"," "," "," "," ","6.81"," ","87.8"," ","10"," ","9","B"," "," ","1.2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.017"," ","0.012"," ","0.432"," ","0.029"," ","0.403"," ","0.423"," ","0.42"," "," "," ","0.44"," "," "," ","7.81"," "," "," "," "," ","33.34"," ","1.2"," ","50713"," "," "," ","0.039"," "," "," ","10","I","4.1"," "," "," ","18000"," ","8.7"," ","2600"," ","31400"," ","3.9"," ","3.13914","converted from ft (ft/3.28)"," "," ","5.5"," ","18"," "
"173","GR3","2019-01-22 10:41:00"," "," "," "," "," "," "," ","11.88889","converted from 53.4 F"," "," "," "," "," "," ","5.7"," ","7.5"," ","1","U","1.4"," ","2.7"," "," "," "," "," ","8.12"," ","97.3"," ","10"," ","10","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0.041"," ","0.05","U","0.63"," ","0.091"," ","0.539"," ","0.509"," ","0.58"," ","0.63"," ","0.55"," ","1.48"," ","8.11"," "," "," "," "," ","32.55"," ","1.2"," ","49751"," "," "," ","0.05","U"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4.17576","converted from ft (ft/3.28)"," "," ","2.50342","converted from 5.6 mph","14.5"," "
